CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure_Months,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,TenureSegment,ChargeCategory,ContractRisk,RevenueLost
CUST00061,Male,No,Yes,Yes,71,Yes,DSL,Month-to-month,Credit card,88.94,6311.73,Yes,1,49+ Months (Loyal),High (70-90),High Risk,88.94
CUST00062,Female,Yes,No,Yes,30,No,No,Month-to-month,Mailed check,62.51,1879.76,No,0,25-48 Months,Medium (40-70),High Risk,0.0
CUST00063,Female,No,Yes,Yes,22,No,No,One year,Bank transfer,63.92,1403.11,No,0,13-24 Months,Medium (40-70),Medium Risk,0.0
CUST00064,Female,Yes,No,No,11,Yes,Fiber optic,One year,Bank transfer,22.59,221.38,No,0,0-12 Months (New),Low (<40),Medium Risk,0.0
CUST00065,Male,Yes,Yes,Yes,61,No,Fiber optic,Month-to-month,Credit card,83.48,5091.45,Yes,1,49+ Months (Loyal),High (70-90),High Risk,83.48
CUST00066,Female,Yes,No,No,14,Yes,Fiber optic,Month-to-month,Credit card,48.82,728.0,No,0,13-24 Months,Medium (40-70),High Risk,0.0
CUST00067,Male,Yes,Yes,No,33,No,DSL,Two year,Credit card,106.49,3546.66,Yes,1,25-48 Months,Premium (90+),Low Risk,106.49
CUST00068,Female,Yes,Yes,Yes,67,No,No,One year,Credit card,96.0,6402.36,No,0,49+ Months (Loyal),Premium (90+),Medium Risk,0.0
CUST00069,Female,Yes,No,Yes,4,Yes,No,Month-to-month,Electronic check,75.23,260.24,No,0,0-12 Months (New),High (70-90),High Risk,0.0
CUST00070,Male,Yes,Yes,Yes,64,No,No,One year,Credit card,103.47,6670.1,Yes,1,49+ Months (Loyal),Premium (90+),Medium Risk,103.47
CUST00071,Male,Yes,Yes,Yes,9,No,Fiber optic,Month-to-month,Bank transfer,102.05,896.73,Yes,1,0-12 Months (New),Premium (90+),High Risk,102.05
CUST00072,Female,No,No,No,45,No,No,One year,Credit card,65.53,2931.03,Yes,1,25-48 Months,Medium (40-70),Medium Risk,65.53
CUST00073,Male,Yes,Yes,No,6,No,No,Month-to-month,Credit card,58.61,368.03,No,0,0-12 Months (New),Medium (40-70),High Risk,0.0
CUST00074,Male,Yes,Yes,Yes,65,No,DSL,Two year,Credit card,29.97,1989.09,Yes,1,49+ Months (Loyal),Low (<40),Low Risk,29.97
CUST00075,Male,Yes,Yes,Yes,61,No,Fiber optic,One year,Credit card,84.98,5218.96,No,0,49+ Months (Loyal),High (70-90),Medium Risk,0.0
CUST00076,Female,Yes,No,Yes,9,Yes,No,One year,Bank transfer,119.74,1102.34,Yes,1,0-12 Months (New),Premium (90+),Medium Risk,119.74
CUST00077,Male,No,No,Yes,39,Yes,DSL,Month-to-month,Electronic check,49.34,1911.74,Yes,1,25-48 Months,Medium (40-70),High Risk,49.34
CUST00078,Female,No,Yes,Yes,11,No,No,One year,Credit card,111.28,1188.39,No,0,0-12 Months (New),Premium (90+),Medium Risk,0.0
CUST00079,Female,Yes,No,Yes,60,No,No,Month-to-month,Electronic check,64.17,3834.76,No,0,49+ Months (Loyal),Medium (40-70),High Risk,0.0
CUST00080,Female,Yes,No,No,26,No,Fiber optic,Month-to-month,Credit card,77.19,2014.42,No,0,25-48 Months,High (70-90),High Risk,0.0
CUST00081,Female,No,No,No,2,Yes,No,One year,Bank transfer,97.57,168.15,No,0,0-12 Months (New),Premium (90+),Medium Risk,0.0
CUST00082,Male,No,No,Yes,13,Yes,Fiber optic,One year,Electronic check,77.96,1036.72,Yes,1,13-24 Months,High (70-90),Medium Risk,77.96
CUST00083,Female,Yes,No,Yes,26,Yes,No,Two year,Bank transfer,73.09,1941.69,No,0,25-48 Months,High (70-90),Low Risk,0.0
CUST00084,Female,Yes,No,No,15,No,DSL,Month-to-month,Mailed check,106.01,1612.57,No,0,13-24 Months,Premium (90+),High Risk,0.0
CUST00085,Female,No,No,Yes,34,Yes,Fiber optic,Month-to-month,Bank transfer,78.46,2699.88,No,0,25-48 Months,High (70-90),High Risk,0.0
CUST00086,Male,No,No,Yes,72,No,No,Month-to-month,Electronic check,83.54,6011.31,No,0,49+ Months (Loyal),High (70-90),High Risk,0.0
CUST00087,Female,No,Yes,Yes,5,No,Fiber optic,Month-to-month,Mailed check,108.73,507.22,Yes,1,0-12 Months (New),Premium (90+),High Risk,108.73
CUST00088,Female,No,No,Yes,63,No,Fiber optic,Month-to-month,Bank transfer,41.73,2623.46,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,41.73
CUST00089,Female,No,No,No,8,No,Fiber optic,Month-to-month,Electronic check,114.9,951.62,Yes,1,0-12 Months (New),Premium (90+),High Risk,114.9
CUST00090,Male,No,Yes,No,32,Yes,No,Month-to-month,Mailed check,78.64,2547.79,Yes,1,25-48 Months,High (70-90),High Risk,78.64
CUST00091,Male,No,No,Yes,17,No,DSL,Month-to-month,Electronic check,33.18,549.88,No,0,13-24 Months,Low (<40),High Risk,0.0
CUST00092,Female,No,Yes,No,7,Yes,No,Month-to-month,Electronic check,94.57,659.61,Yes,1,0-12 Months (New),Premium (90+),High Risk,94.57
CUST00093,Male,Yes,Yes,Yes,67,No,Fiber optic,One year,Electronic check,26.08,1745.26,No,0,49+ Months (Loyal),Low (<40),Medium Risk,0.0
CUST00094,Male,Yes,No,Yes,11,No,No,Month-to-month,Mailed check,47.5,535.81,Yes,1,0-12 Months (New),Medium (40-70),High Risk,47.5
CUST00095,Female,Yes,No,No,65,No,DSL,One year,Electronic check,105.28,6858.29,No,0,49+ Months (Loyal),Premium (90+),Medium Risk,0.0
CUST00096,Male,Yes,No,Yes,53,No,Fiber optic,Month-to-month,Electronic check,51.25,2697.5,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,51.25
CUST00097,Male,Yes,Yes,Yes,11,Yes,Fiber optic,Month-to-month,Bank transfer,101.18,1118.62,Yes,1,0-12 Months (New),Premium (90+),High Risk,101.18
CUST00098,Female,No,No,No,55,Yes,Fiber optic,One year,Bank transfer,30.36,1670.54,Yes,1,49+ Months (Loyal),Low (<40),Medium Risk,30.36
CUST00099,Female,No,Yes,No,72,No,DSL,One year,Mailed check,100.72,7286.36,No,0,49+ Months (Loyal),Premium (90+),Medium Risk,0.0
CUST00100,Male,Yes,Yes,Yes,35,No,Fiber optic,Month-to-month,Mailed check,106.99,3751.28,Yes,1,25-48 Months,Premium (90+),High Risk,106.99
CUST00101,Male,No,Yes,Yes,49,No,Fiber optic,Month-to-month,Bank transfer,51.16,2489.28,No,0,49+ Months (Loyal),Medium (40-70),High Risk,0.0
CUST00102,Male,No,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Credit card,68.57,474.19,Yes,1,0-12 Months (New),Medium (40-70),High Risk,68.57
CUST00103,Male,Yes,No,Yes,37,No,No,One year,Electronic check,42.05,1604.29,Yes,1,25-48 Months,Medium (40-70),Medium Risk,42.05
CUST00104,Male,Yes,Yes,Yes,33,No,Fiber optic,Month-to-month,Credit card,94.7,3092.67,Yes,1,25-48 Months,Premium (90+),High Risk,94.7
CUST00105,Male,Yes,Yes,No,6,No,DSL,Month-to-month,Electronic check,106.21,644.84,Yes,1,0-12 Months (New),Premium (90+),High Risk,106.21
CUST00106,Female,Yes,Yes,No,3,No,DSL,One year,Credit card,103.2,351.58,Yes,1,0-12 Months (New),Premium (90+),Medium Risk,103.2
CUST00107,Male,No,No,No,68,Yes,Fiber optic,Two year,Bank transfer,42.16,2894.79,Yes,1,49+ Months (Loyal),Medium (40-70),Low Risk,42.16
CUST00108,Male,No,No,No,19,Yes,DSL,Month-to-month,Mailed check,37.35,674.94,No,0,13-24 Months,Low (<40),High Risk,0.0
CUST00109,Male,No,No,No,58,No,No,Month-to-month,Credit card,26.83,1550.36,Yes,1,49+ Months (Loyal),Low (<40),High Risk,26.83
CUST00110,Female,No,No,Yes,40,No,Fiber optic,Month-to-month,Bank transfer,103.17,4084.47,No,0,25-48 Months,Premium (90+),High Risk,0.0
CUST00111,Male,Yes,No,Yes,58,Yes,Fiber optic,One year,Mailed check,115.77,6709.71,No,0,49+ Months (Loyal),Premium (90+),Medium Risk,0.0
CUST00112,Female,No,Yes,Yes,32,No,Fiber optic,Month-to-month,Mailed check,56.39,1846.27,Yes,1,25-48 Months,Medium (40-70),High Risk,56.39
CUST00113,Female,No,No,Yes,43,Yes,No,One year,Bank transfer,45.2,1978.76,No,0,25-48 Months,Medium (40-70),Medium Risk,0.0
CUST00114,Male,Yes,Yes,Yes,45,No,No,One year,Credit card,32.9,1501.38,Yes,1,25-48 Months,Low (<40),Medium Risk,32.9
CUST00115,Female,Yes,Yes,Yes,55,No,DSL,Month-to-month,Mailed check,115.12,6315.77,No,0,49+ Months (Loyal),Premium (90+),High Risk,0.0
CUST00116,Male,No,Yes,Yes,10,No,DSL,Month-to-month,Electronic check,86.19,899.54,Yes,1,0-12 Months (New),High (70-90),High Risk,86.19
CUST00117,Female,No,Yes,Yes,22,No,DSL,Month-to-month,Mailed check,116.96,2584.18,No,0,13-24 Months,Premium (90+),High Risk,0.0
CUST00118,Female,No,Yes,No,61,Yes,Fiber optic,One year,Credit card,66.17,4014.55,No,0,49+ Months (Loyal),Medium (40-70),Medium Risk,0.0
CUST00119,Female,No,Yes,Yes,33,Yes,No,Month-to-month,Bank transfer,75.45,2450.11,No,0,25-48 Months,High (70-90),High Risk,0.0
CUST00120,Male,Yes,Yes,Yes,35,No,No,Month-to-month,Credit card,29.17,1062.0,No,0,25-48 Months,Low (<40),High Risk,0.0
CUST00121,Female,No,No,Yes,51,No,DSL,Month-to-month,Electronic check,57.49,2884.81,No,0,49+ Months (Loyal),Medium (40-70),High Risk,0.0
CUST00122,Female,No,Yes,Yes,37,No,No,One year,Credit card,64.86,2350.35,Yes,1,25-48 Months,Medium (40-70),Medium Risk,64.86
CUST00123,Female,No,Yes,No,15,No,DSL,Month-to-month,Electronic check,43.84,671.5,No,0,13-24 Months,Medium (40-70),High Risk,0.0
CUST00124,Male,No,No,Yes,66,Yes,No,Month-to-month,Credit card,20.16,1315.84,No,0,49+ Months (Loyal),Low (<40),High Risk,0.0
CUST00125,Male,No,No,Yes,68,Yes,Fiber optic,Two year,Electronic check,83.57,5730.86,Yes,1,49+ Months (Loyal),High (70-90),Low Risk,83.57
CUST00126,Male,Yes,Yes,No,31,Yes,No,One year,Bank transfer,33.34,1018.77,No,0,25-48 Months,Low (<40),Medium Risk,0.0
CUST00127,Male,Yes,No,Yes,18,Yes,No,One year,Credit card,23.7,396.76,No,0,13-24 Months,Low (<40),Medium Risk,0.0
CUST00128,Male,Yes,No,No,70,No,Fiber optic,Month-to-month,Mailed check,48.61,3438.91,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,48.61
CUST00129,Female,Yes,Yes,No,56,No,No,Month-to-month,Credit card,53.9,2987.08,No,0,49+ Months (Loyal),Medium (40-70),High Risk,0.0
CUST00130,Female,Yes,Yes,No,11,No,No,Two year,Mailed check,74.55,802.17,Yes,1,0-12 Months (New),High (70-90),Low Risk,74.55
CUST00131,Female,Yes,No,No,22,No,Fiber optic,Month-to-month,Bank transfer,81.49,1786.27,Yes,1,13-24 Months,High (70-90),High Risk,81.49
CUST00132,Male,No,No,No,66,Yes,DSL,Month-to-month,Credit card,23.48,1506.4,No,0,49+ Months (Loyal),Low (<40),High Risk,0.0
CUST00133,Female,Yes,No,Yes,20,No,Fiber optic,Month-to-month,Electronic check,77.39,1550.75,Yes,1,13-24 Months,High (70-90),High Risk,77.39
CUST00134,Female,No,Yes,Yes,24,No,No,Month-to-month,Electronic check,46.18,1084.35,Yes,1,13-24 Months,Medium (40-70),High Risk,46.18
CUST00135,Female,Yes,Yes,Yes,18,Yes,Fiber optic,Month-to-month,Credit card,119.73,2186.19,No,0,13-24 Months,Premium (90+),High Risk,0.0
CUST00136,Female,Yes,Yes,No,39,Yes,No,One year,Mailed check,99.37,3876.31,Yes,1,25-48 Months,Premium (90+),Medium Risk,99.37
CUST00137,Male,No,Yes,No,4,No,No,Month-to-month,Credit card,100.37,406.64,Yes,1,0-12 Months (New),Premium (90+),High Risk,100.37
CUST00138,Male,No,No,No,62,No,Fiber optic,One year,Electronic check,32.53,1998.56,Yes,1,49+ Months (Loyal),Low (<40),Medium Risk,32.53
CUST00139,Female,Yes,Yes,Yes,17,No,No,Two year,Electronic check,103.14,1755.19,No,0,13-24 Months,Premium (90+),Low Risk,0.0
CUST00140,Male,Yes,Yes,No,67,No,DSL,Month-to-month,Bank transfer,32.52,2159.12,Yes,1,49+ Months (Loyal),Low (<40),High Risk,32.52
CUST00141,Male,No,Yes,No,6,Yes,DSL,Month-to-month,Bank transfer,85.11,537.36,Yes,1,0-12 Months (New),High (70-90),High Risk,85.11
CUST00142,Male,Yes,No,No,62,Yes,No,Month-to-month,Credit card,27.3,1648.59,Yes,1,49+ Months (Loyal),Low (<40),High Risk,27.3
CUST00143,Female,Yes,Yes,No,19,No,No,Month-to-month,Bank transfer,117.54,2196.34,Yes,1,13-24 Months,Premium (90+),High Risk,117.54
CUST00144,Male,Yes,Yes,No,16,No,Fiber optic,Month-to-month,Electronic check,25.06,445.5,No,0,13-24 Months,Low (<40),High Risk,0.0
CUST00145,Female,No,Yes,No,41,Yes,DSL,Month-to-month,Credit card,69.88,2845.93,Yes,1,25-48 Months,Medium (40-70),High Risk,69.88
CUST00146,Female,Yes,Yes,Yes,46,Yes,DSL,Month-to-month,Credit card,48.57,2185.04,Yes,1,25-48 Months,Medium (40-70),High Risk,48.57
CUST00147,Male,Yes,No,No,47,Yes,Fiber optic,Month-to-month,Mailed check,56.25,2622.61,Yes,1,25-48 Months,Medium (40-70),High Risk,56.25
CUST00148,Female,Yes,Yes,Yes,13,No,Fiber optic,One year,Bank transfer,75.78,971.7,Yes,1,13-24 Months,High (70-90),Medium Risk,75.78
CUST00149,Female,No,Yes,Yes,18,No,Fiber optic,Month-to-month,Mailed check,80.63,1452.89,Yes,1,13-24 Months,High (70-90),High Risk,80.63
CUST00150,Female,No,No,No,44,No,No,Month-to-month,Credit card,101.57,4455.92,No,0,25-48 Months,Premium (90+),High Risk,0.0
CUST00151,Female,Yes,Yes,No,34,Yes,No,Month-to-month,Credit card,37.05,1272.6,No,0,25-48 Months,Low (<40),High Risk,0.0
CUST00152,Female,No,Yes,Yes,15,Yes,DSL,Month-to-month,Credit card,35.14,546.15,Yes,1,13-24 Months,Low (<40),High Risk,35.14
CUST00153,Female,No,Yes,Yes,72,No,No,Month-to-month,Credit card,51.38,3666.68,No,0,49+ Months (Loyal),Medium (40-70),High Risk,0.0
CUST00154,Female,Yes,No,No,25,Yes,Fiber optic,Month-to-month,Mailed check,114.15,2901.98,Yes,1,25-48 Months,Premium (90+),High Risk,114.15
CUST00155,Male,Yes,No,No,45,No,Fiber optic,Month-to-month,Credit card,109.58,4920.55,Yes,1,25-48 Months,Premium (90+),High Risk,109.58
CUST00156,Male,Yes,Yes,No,11,No,Fiber optic,One year,Credit card,41.4,488.2,Yes,1,0-12 Months (New),Medium (40-70),Medium Risk,41.4
CUST00157,Female,No,Yes,Yes,32,Yes,No,Two year,Mailed check,83.79,2636.53,No,0,25-48 Months,High (70-90),Low Risk,0.0
CUST00158,Female,No,Yes,Yes,71,Yes,Fiber optic,One year,Credit card,67.74,4779.49,No,0,49+ Months (Loyal),Medium (40-70),Medium Risk,0.0
CUST00159,Female,Yes,Yes,Yes,30,Yes,DSL,Month-to-month,Mailed check,113.39,3355.33,No,0,25-48 Months,Premium (90+),High Risk,0.0
CUST00160,Female,No,No,Yes,2,No,No,One year,Bank transfer,48.46,145.83,No,0,0-12 Months (New),Medium (40-70),Medium Risk,0.0
CUST00161,Female,No,No,No,25,Yes,Fiber optic,Month-to-month,Credit card,84.83,2142.61,Yes,1,25-48 Months,High (70-90),High Risk,84.83
CUST00162,Female,Yes,Yes,Yes,52,No,No,Month-to-month,Credit card,86.93,4488.84,Yes,1,49+ Months (Loyal),High (70-90),High Risk,86.93
CUST00163,Female,No,Yes,No,50,Yes,Fiber optic,One year,Bank transfer,50.19,2531.79,Yes,1,49+ Months (Loyal),Medium (40-70),Medium Risk,50.19
CUST00164,Female,No,Yes,Yes,60,No,DSL,Month-to-month,Bank transfer,89.03,5355.67,No,0,49+ Months (Loyal),High (70-90),High Risk,0.0
CUST00165,Female,No,Yes,Yes,62,Yes,Fiber optic,One year,Bank transfer,61.58,3822.88,No,0,49+ Months (Loyal),Medium (40-70),Medium Risk,0.0
CUST00166,Male,No,Yes,No,68,No,DSL,Two year,Electronic check,26.18,1785.0,No,0,49+ Months (Loyal),Low (<40),Low Risk,0.0
CUST00167,Male,No,No,No,15,Yes,No,Month-to-month,Electronic check,109.89,1642.9,Yes,1,13-24 Months,Premium (90+),High Risk,109.89
CUST00168,Male,Yes,No,Yes,72,No,No,One year,Electronic check,59.59,4322.13,No,0,49+ Months (Loyal),Medium (40-70),Medium Risk,0.0
CUST00169,Male,No,No,No,9,Yes,DSL,Two year,Credit card,23.17,199.42,No,0,0-12 Months (New),Low (<40),Low Risk,0.0
CUST00170,Female,Yes,No,No,49,No,DSL,One year,Mailed check,85.35,4166.93,Yes,1,49+ Months (Loyal),High (70-90),Medium Risk,85.35
CUST00171,Female,No,Yes,Yes,3,No,Fiber optic,One year,Credit card,73.19,251.91,Yes,1,0-12 Months (New),High (70-90),Medium Risk,73.19
CUST00172,Female,No,No,Yes,15,Yes,No,Month-to-month,Electronic check,44.07,617.78,No,0,13-24 Months,Medium (40-70),High Risk,0.0
CUST00173,Female,No,Yes,Yes,52,No,DSL,Month-to-month,Electronic check,34.01,1817.87,Yes,1,49+ Months (Loyal),Low (<40),High Risk,34.01
CUST00174,Female,Yes,Yes,No,19,Yes,Fiber optic,Month-to-month,Electronic check,75.67,1446.9,No,0,13-24 Months,High (70-90),High Risk,0.0
CUST00175,Male,Yes,No,Yes,45,No,No,Month-to-month,Credit card,60.83,2717.34,Yes,1,25-48 Months,Medium (40-70),High Risk,60.83
CUST00176,Female,No,Yes,No,19,No,DSL,Month-to-month,Credit card,75.73,1402.28,Yes,1,13-24 Months,High (70-90),High Risk,75.73
CUST00177,Male,Yes,Yes,No,48,Yes,No,One year,Mailed check,25.15,1194.92,No,0,25-48 Months,Low (<40),Medium Risk,0.0
